pickupOwnerFirstName,pickupOwnerLastName,pickupOwnerStreet,pickupOwnerCity,pickupOwnerState,pickupOwnerPostal,pickupOwnerCountry,pickupOwnerEmail,pickupOwnerPhone,pickupLatitude,pickupLongitude,pickupCategories,pickupAt,pickupTimeZoneId,recipientOwnerFirstName,recipientOwnerLastName,recipientOwnerStreet,recipientOwnerCity,recipientOwnerState,recipientOwnerPostal,recipientOwnerCountry,recipientOwnerEmail,recipientOwnerPhone,recipientLatitude,recipientLongitude,recipientRestrictions,recipientSunday,recipientMonday,recipientTuesday,recipientWednesday,recipientThursday,recipientFriday,recipientSaturday
Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,37.753961,37.753961,18,Tue Nov 08 17:00:00 MST 2016,America/Los_Angeles,Wilma,Parker,4737 Wolf Pen Road,San Francisco,CA,94107,US,WilmaLParker@superrito.com,650-426-3556,37.776092,-122.373067,0,36971,44747,58771,3085,36492,40968,21843
Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,37.753961,37.753961,18,Tue Nov 08 17:00:00 MST 2016,America/Los_Angeles,Mariana,Summers,4991 Locust View Drive,San Francisco,CA,94108,US,MarianaJSummers@einrot.com,415-954-6888,37.840196,-122.472547,0,63406,5288,38197,50711,18735,14071,33556
Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,37.753961,37.753961,18,Tue Nov 08 17:00:00 MST 2016,America/Los_Angeles,Latisha,Brawley,3054 Boring Lane,San Francisco,CA,94105,US,LatishaBBrawley@rhyta.com,415-680-0530,37.732403,-122.321531,1,12356,63704,2878,35488,49586,20598,7261
Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,37.753961,37.753961,18,Tue Nov 08 17:00:00 MST 2016,America/Los_Angeles,Basil,Mendez,611 Forest Avenue,San Francisco,CA,94143,US,BasilMMendez@armyspy.com,650-202-2768,37.747288,-122.421049,2,20665,46421,5094,62704,15495,45761,28300
Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,37.753961,37.753961,18,Tue Nov 08 17:00:00 MST 2016,America/Los_Angeles,Marion,Garland,4233 Ella Street,San Francisco,CA,94108,US,MarionPGarland@rhyta.com,650-296-9860,37.778354,-122.333066,2,60223,15812,59138,21972,42024,28056,22549
Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,37.753961,37.753961,18,Tue Nov 08 17:00:00 MST 2016,America/Los_Angeles,Christopher,Armer,3421 Duck Creek Road,San Francisco,CA,94108,US,ChristopherMArmer@armyspy.com,650-766-1028,37.780068,-122.450153,3,48285,39118,8451,29064,2082,52236,40408
Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,37.753961,37.753961,18,Tue Nov 08 17:00:00 MST 2016,America/Los_Angeles,Beverly,Caldwell,4352 Harrison Street,San Francisco,CA,94107,US,BeverlyJCaldwell@gustr.com,415-531-7726,37.731712,-122.451843,6,57140,53437,12793,63867,10267,43490,12159
Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,37.753961,37.753961,18,Tue Nov 08 17:00:00 MST 2016,America/Los_Angeles,Charles,Johnson,1080 Hillview Drive,San Francisco,CA,94103,US,CharlesPJohnson@dayrep.com,707-221-7928,37.688231,-122.352827,7,57784,31216,34186,63943,59970,59429,33734
Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,37.753961,37.753961,18,Tue Nov 08 17:00:00 MST 2016,America/Los_Angeles,Roger,Stewart,437 Locust View Drive,San Francisco,CA,94143,US,RogerSStewart@superrito.com,415-894-9159,37.820849,-122.463945,7,35999,55577,43824,24563,37453,35693,29101
Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,37.753961,37.753961,18,Tue Nov 08 17:00:00 MST 2016,America/Los_Angeles,Lawrence,Miller,2024 Boring Lane,San Francisco,CA,94108,US,LawrenceMMiller@cuvox.de,415-622-1520,37.832912,-122.310208,8,43306,3858,2870,46535,32758,50448,43759
Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,37.753961,37.753961,18,Tue Nov 08 17:00:00 MST 2016,America/Los_Angeles,Cory,Ross,4150 Locust View Drive,San Francisco,CA,94108,US,CoryTRoss@fleckens.hu,415-984-7662,37.709773,-122.45874,9,50250,52373,17728,19193,25407,19622,36311
Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,37.753961,37.753961,18,Tue Nov 08 17:00:00 MST 2016,America/Los_Angeles,James,Davis,4409 Wolf Pen Road,San Francisco,CA,94107,US,JamesBDavis@fleckens.hu,650-392-2779,37.779614,-122.388844,10,128,30738,57129,65308,57186,12390,28771
Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,37.753961,37.753961,18,Tue Nov 08 17:00:00 MST 2016,America/Los_Angeles,Mary,Thomas,302 Station Street,San Francisco,CA,94103,US,MaryMThomas@jourrapide.com,510-870-1254,37.714836,-122.454649,10,31439,28978,45416,44712,29994,8145,48880
Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,37.753961,37.753961,18,Tue Nov 08 17:00:00 MST 2016,America/Los_Angeles,Ira,Maxwell,1909 Wolf Pen Road,San Francisco,CA,94107,US,IraIMaxwell@cuvox.de,650-403-6015,37.786753,-122.467571,11,47265,10065,2860,57440,10681,23294,64780
Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,37.753961,37.753961,18,Tue Nov 08 17:00:00 MST 2016,America/Los_Angeles,Joyce,English,3773 Hillview Drive,San Francisco,CA,94103,US,JoyceJEnglish@jourrapide.com,707-216-2473,37.71993,-122.327499,12,63305,62423,39400,1035,33511,12428,46608
Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,37.753961,37.753961,18,Tue Nov 08 17:00:00 MST 2016,America/Los_Angeles,Betty,Boatner,1751 Locust View Drive,San Francisco,CA,94118,US,BettyJBoatner@gustr.com,415-933-0390,37.798731,-122.402145,14,46963,63964,15272,24071,41230,44942,48832
Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,37.753961,37.753961,18,Tue Nov 08 17:00:00 MST 2016,America/Los_Angeles,Brian,Dock,4211 Thunder Road,San Francisco,CA,94108,US,BrianCDock@gustr.com,650-575-1177,37.702841,-122.313174,14,27243,37431,17184,33334,18416,49451,55495
Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,37.753961,37.753961,18,Tue Nov 08 17:00:00 MST 2016,America/Los_Angeles,Palmer,Morales,1769 Wolf Pen Road,San Francisco,CA,94143,US,PalmerAMorales@teleworm.us,650-452-1546,37.821059,-122.462214,15,2727,48249,25889,61978,55248,53691,7773
Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,37.753961,37.753961,18,Tue Nov 08 17:00:00 MST 2016,America/Los_Angeles,Lucille,Gunn,2006 Roosevelt Street,San Francisco,CA,94115,US,LucilleJGunn@superrito.com,415-409-4133,37.703271,-122.4128,15,54578,51070,22439,27200,65461,60008,41993
Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,37.753961,37.753961,18,Tue Nov 08 17:00:00 MST 2016,America/Los_Angeles,Robert,Tripp,2250 Haul Road,San Francisco,CA,94104,US,RobertKTripp@rhyta.com,650-946-1913,37.798826,-122.337126,16,16142,44743,38814,12600,45813,10120,520
Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,37.753961,37.753961,18,Tue Nov 08 17:00:00 MST 2016,America/Los_Angeles,Vincent,Byrne,1114 Cemetery Street,San Francisco,CA,94107,US,VincentJByrne@armyspy.com,831-706-3222,37.752835,-122.435669,17,19692,48002,61198,20798,24412,29246,44199
Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,37.753961,37.753961,18,Tue Nov 08 17:00:00 MST 2016,America/Los_Angeles,Marta,Beavers,3169 Roosevelt Street,San Francisco,CA,94112,US,MartaRBeavers@rhyta.com,415-404-9268,37.808,-122.412075,20,57385,34907,30489,42567,855,32389,2090
Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,37.753961,37.753961,18,Tue Nov 08 17:00:00 MST 2016,America/Los_Angeles,Melodie,Upson,204 Lindale Avenue,San Francisco,CA,94105,US,MelodieDUpson@jourrapide.com,510-485-8547,37.689881,-122.450463,21,57022,37575,28572,22837,22566,64135,36619
Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,37.753961,37.753961,18,Tue Nov 08 17:00:00 MST 2016,America/Los_Angeles,Carol,Davis,2832 Pretty View Lane,San Francisco,CA,94103,US,CarolJDavis@superrito.com,707-885-2806,37.727628,-122.38885,21,34543,23348,59271,59727,56708,18460,15201
Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,37.753961,37.753961,18,Tue Nov 08 17:00:00 MST 2016,America/Los_Angeles,Manuela,Forster,1128 Wolf Pen Road,San Francisco,CA,94107,US,ManuelaDForster@jourrapide.com,650-362-9859,37.765989,-122.363051,21,51194,50351,33200,40792,17682,12459,18070
Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,37.753961,37.753961,18,Tue Nov 08 17:00:00 MST 2016,America/Los_Angeles,Janet,Hardison,1235 Roosevelt Street,San Francisco,CA,94103,US,JanetDHardison@einrot.com,415-462-8764,37.856242,-122.463519,21,1548,56431,57624,41432,35225,40400,37806
Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,37.753961,37.753961,18,Tue Nov 08 17:00:00 MST 2016,America/Los_Angeles,Stacey,Sutton,4701 Davis Avenue,San Francisco,CA,94103,US,StaceyMSutton@gustr.com,707-667-5226,37.68604,-122.435187,21,58095,22057,17242,47611,17606,36896,31592
Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,37.753961,37.753961,18,Tue Nov 08 17:00:00 MST 2016,America/Los_Angeles,Saundra,Turner,4592 Wolf Pen Road,San Francisco,CA,94107,US,SaundraKTurner@rhyta.com,650-400-4902,37.832349,-122.326814,25,56318,15741,10238,12595,59347,65495,44597
Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,37.753961,37.753961,18,Tue Nov 08 17:00:00 MST 2016,America/Los_Angeles,Wanda,Sawyer,702 Roosevelt Street,San Francisco,CA,94108,US,WandaESawyer@teleworm.us,415-403-5569,37.802627,-122.349937,25,17598,36790,10111,56841,11111,15930,60149
Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,37.753961,37.753961,18,Tue Nov 08 17:00:00 MST 2016,America/Los_Angeles,Steven,Sevilla,4642 Station Street,San Francisco,CA,94104,US,StevenSSevilla@jourrapide.com,510-921-4898,37.70632,-122.35255,28,19667,61279,955,25541,61881,15320,16054
Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,37.753961,37.753961,18,Tue Nov 08 17:00:00 MST 2016,America/Los_Angeles,Blanche,Vos,4563 Delaware Avenue,San Francisco,CA,94107,US,BlancheMVos@fleckens.hu,415-233-5273,37.685014,-122.431539,29,32845,24701,41331,3585,48931,6316,42633
Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,37.753961,37.753961,18,Tue Nov 08 17:00:00 MST 2016,America/Los_Angeles,Maria,Lee,625 Marietta Street,San Francisco,CA,94103,US,MariaJLee@jourrapide.com,707-598-0429,37.74101,-122.423068,29,46602,34868,51537,7006,64142,13063,65021
Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,37.753961,37.753961,18,Tue Nov 08 17:00:00 MST 2016,America/Los_Angeles,Imogene,Briley,2667 Thunder Road,San Francisco,CA,94108,US,ImogeneTBriley@superrito.com,650-483-9444,37.80248,-122.439052,29,25586,48220,24415,26814,895,58983,29148
Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,37.753961,37.753961,18,Tue Nov 08 17:00:00 MST 2016,America/Los_Angeles,Jackson,McBride,2592 Jim Rosa Lane,San Francisco,CA,94108,US,JacksonSMcBride@fleckens.hu,415-788-7377,37.787939,-122.395753,35,41264,5212,56734,27261,61579,63387,34891
Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,37.753961,37.753961,18,Tue Nov 08 17:00:00 MST 2016,America/Los_Angeles,Bonita,Vue,338 Thunder Road,San Francisco,CA,94108,US,BonitaCVue@dayrep.com,650-455-3995,37.728585,-122.346117,36,63295,63308,33638,33318,34897,28088,23968
Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,37.753961,37.753961,18,Tue Nov 08 17:00:00 MST 2016,America/Los_Angeles,Stanley,Ryan,1394 Station Street,San Francisco,CA,94107,US,StanleyERyan@cuvox.de,510-978-2619,37.803467,-122.32803,37,27945,52314,4571,52998,59881,36872,7938
Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,37.753961,37.753961,18,Tue Nov 08 17:00:00 MST 2016,America/Los_Angeles,Barbara,Garcia,4745 Harrison Street,San Francisco,CA,94107,US,BarbaraFGarcia@einrot.com,415-515-9177,37.673708,-122.340215,38,57622,2916,49013,59105,8670,7615,25204
Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,37.753961,37.753961,18,Tue Nov 08 17:00:00 MST 2016,America/Los_Angeles,John,Howard,4598 Delaware Avenue,San Francisco,CA,94124,US,JohnJHoward@gustr.com,415-341-8610,37.819364,-122.289584,38,56890,35328,44295,14749,48744,1884,15798
Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,37.753961,37.753961,18,Tue Nov 08 17:00:00 MST 2016,America/Los_Angeles,Chester,Smart,1307 Cemetery Street,San Francisco,CA,94104,US,ChesterMSmart@teleworm.us,831-824-4746,37.859125,-122.454189,39,460,55671,16861,17847,30686,36191,57138
Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,37.753961,37.753961,18,Tue Nov 08 17:00:00 MST 2016,America/Los_Angeles,Charles,Fields,1307 Roosevelt Street,San Francisco,CA,94115,US,CharlesMFields@teleworm.us,415-359-7985,37.78253,-122.476017,40,32097,60189,8001,35754,24448,23423,45687
Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,37.753961,37.753961,18,Tue Nov 08 17:00:00 MST 2016,America/Los_Angeles,Harriet,Patel,3664 Roosevelt Street,San Francisco,CA,94108,US,HarrietJPatel@armyspy.com,415-393-0301,37.746646,-122.477431,40,22941,13137,14100,5573,39127,20712,984
Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,37.753961,37.753961,18,Tue Nov 08 17:00:00 MST 2016,America/Los_Angeles,Samuel,Loper,200 Harrison Street,San Francisco,CA,94112,US,SamuelVLoper@cuvox.de,415-582-5003,37.659525,-122.473355,41,22058,45687,43495,61936,44217,34969,3720
Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,37.753961,37.753961,18,Tue Nov 08 17:00:00 MST 2016,America/Los_Angeles,Joseph,Murdock,2629 Jim Rosa Lane,San Francisco,CA,94103,US,JosephIMurdock@armyspy.com,415-865-8366,37.811536,-122.315445,42,62685,7009,41792,20752,64870,32640,58676
Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,37.753961,37.753961,18,Tue Nov 08 17:00:00 MST 2016,America/Los_Angeles,Maria,Allen,3820 Boring Lane,San Francisco,CA,94143,US,MariaRAllen@einrot.com,415-598-4572,37.813672,-122.554826,45,60524,16043,22286,44144,50472,36799,16749
Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,37.753961,37.753961,18,Tue Nov 08 17:00:00 MST 2016,America/Los_Angeles,Malka,Weathersby,41 Jim Rosa Lane,San Francisco,CA,94108,US,MalkaDWeathersby@einrot.com,415-781-7825,37.761896,-122.326935,45,16190,22920,10136,37617,13235,30685,15166
Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,37.753961,37.753961,18,Tue Nov 08 17:00:00 MST 2016,America/Los_Angeles,Richard,King,3050 Emily Renzelli Boulevard,San Francisco,CA,94143,US,RichardPKing@armyspy.com,831-572-9106,37.751153,-122.539118,46,48465,42002,62441,51881,16738,47379,26806
Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,37.753961,37.753961,18,Tue Nov 08 17:00:00 MST 2016,America/Los_Angeles,Noah,Dent,1757 Harrison Street,San Francisco,CA,94108,US,NoahMDent@rhyta.com,415-544-2936,37.76466,-122.381024,47,25495,29070,831,22043,28019,31761,41780
Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,37.753961,37.753961,18,Tue Nov 08 17:00:00 MST 2016,America/Los_Angeles,Eric,Torres,347 Jim Rosa Lane,San Francisco,CA,94108,US,EricATorres@teleworm.us,415-774-8659,37.724077,-122.502033,49,36372,32307,30648,19152,48059,42740,59009
Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,37.753961,37.753961,18,Tue Nov 08 17:00:00 MST 2016,America/Los_Angeles,Alberto,Johnson,1984 Delaware Avenue,San Francisco,CA,94108,US,AlbertoLJohnson@einrot.com,415-244-9566,37.764427,-122.498688,52,44950,60452,37339,31255,5836,30156,59837
Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,37.753961,37.753961,18,Tue Nov 08 17:00:00 MST 2016,America/Los_Angeles,Kenneth,Aguilar,7 Locust View Drive,San Francisco,CA,94108,US,KennethPAguilar@rhyta.com,415-994-1972,37.775654,-122.459697,53,56441,40011,63375,25457,13170,52317,2059
Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,37.753961,37.753961,18,Tue Nov 08 17:00:00 MST 2016,America/Los_Angeles,Anna,Smith,467 Boring Lane,San Francisco,CA,94107,US,AnnaRSmith@armyspy.com,415-630-9437,37.681407,-122.449847,53,18710,45311,11088,22199,4816,24877,20136
Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,37.753961,37.753961,18,Tue Nov 08 17:00:00 MST 2016,America/Los_Angeles,Jason,Cook,945 Jim Rosa Lane,San Francisco,CA,94108,US,JasonOCook@cuvox.de,415-834-3714,37.802653,-122.434786,56,7853,64805,52089,35942,47470,17397,2941
Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,37.753961,37.753961,18,Tue Nov 08 17:00:00 MST 2016,America/Los_Angeles,Gerald,White,4265 Boring Lane,San Francisco,CA,94110,US,GeraldMWhite@cuvox.de,415-641-0697,37.688168,-122.407919,56,19106,50177,17682,8835,357,46142,24248
Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,37.753961,37.753961,18,Tue Nov 08 17:00:00 MST 2016,America/Los_Angeles,Janice,Murray,439 Delaware Avenue,San Francisco,CA,94103,US,JaniceMMurray@einrot.com,415-355-2863,37.872133,-122.327514,57,47361,47511,16342,46692,21559,17799,40647
Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,37.753961,37.753961,18,Tue Nov 08 17:00:00 MST 2016,America/Los_Angeles,Charlene,Slade,1535 Locust View Drive,San Francisco,CA,94107,US,CharleneBSlade@fleckens.hu,415-997-1282,37.756303,-122.37812,60,34848,57459,42902,18419,9622,51412,37029
Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,37.753961,37.753961,18,Tue Nov 08 17:00:00 MST 2016,America/Los_Angeles,James,Pitts,4312 Alexander Avenue,San Francisco,CA,94111,US,JamesFPitts@cuvox.de,925-573-5318,37.727542,-122.402876,61,43859,23301,53141,53343,32308,24869,42655
Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,37.753961,37.753961,18,Tue Nov 08 17:00:00 MST 2016,America/Los_Angeles,Jc,Brown,659 Roosevelt Street,San Francisco,CA,94108,US,JcSBrown@superrito.com,415-397-2306,37.881792,-122.49273,61,56305,63405,16761,56925,28927,28902,42401
David,Long,4215 Alexander Avenue,San Francisco,CA,94111,US,DavidMLong@jourrapide.com,925-571-0864,37.854003,37.854003,53,Thu Nov 24 12:00:00 MST 2016,America/Los_Angeles,Walter,Osborne,3376 Larry Street,San Francisco,CA,94107,US,WalterSOsborne@dayrep.com,415-226-7893,37.805788,-122.403222,0,36024,48588,50997,29719,36505,24883,33194
David,Long,4215 Alexander Avenue,San Francisco,CA,94111,US,DavidMLong@jourrapide.com,925-571-0864,37.854003,37.854003,53,Thu Nov 24 12:00:00 MST 2016,America/Los_Angeles,Richard,Berkey,4623 Locust View Drive,San Francisco,CA,94108,US,RichardTBerkey@gustr.com,415-989-3660,37.801114,-122.446785,0,53384,55410,63746,20188,43435,51099,24603
David,Long,4215 Alexander Avenue,San Francisco,CA,94111,US,DavidMLong@jourrapide.com,925-571-0864,37.854003,37.854003,53,Thu Nov 24 12:00:00 MST 2016,America/Los_Angeles,Wilma,Parker,4737 Wolf Pen Road,San Francisco,CA,94107,US,WilmaLParker@superrito.com,650-426-3556,37.776092,-122.373067,0,36971,44747,58771,3085,36492,40968,21843
David,Long,4215 Alexander Avenue,San Francisco,CA,94111,US,DavidMLong@jourrapide.com,925-571-0864,37.854003,37.854003,53,Thu Nov 24 12:00:00 MST 2016,America/Los_Angeles,Carol,Payne,484 Ella Street,San Francisco,CA,94107,US,CarolTPayne@gustr.com,650-297-9398,37.769981,-122.350975,2,30335,22882,19101,56170,36300,40347,63077
David,Long,4215 Alexander Avenue,San Francisco,CA,94111,US,DavidMLong@jourrapide.com,925-571-0864,37.854003,37.854003,53,Thu Nov 24 12:00:00 MST 2016,America/Los_Angeles,Marion,Garland,4233 Ella Street,San Francisco,CA,94108,US,MarionPGarland@rhyta.com,650-296-9860,37.778354,-122.333066,2,60223,15812,59138,21972,42024,28056,22549
David,Long,4215 Alexander Avenue,San Francisco,CA,94111,US,DavidMLong@jourrapide.com,925-571-0864,37.854003,37.854003,53,Thu Nov 24 12:00:00 MST 2016,America/Los_Angeles,Gertrude,Duprey,3391 Lindale Avenue,San Francisco,CA,94107,US,GertrudeLDuprey@superrito.com,510-542-0544,37.846828,-122.297586,3,19509,57232,26678,37234,55949,22872,31726
David,Long,4215 Alexander Avenue,San Francisco,CA,94111,US,DavidMLong@jourrapide.com,925-571-0864,37.854003,37.854003,53,Thu Nov 24 12:00:00 MST 2016,America/Los_Angeles,Beverly,Caldwell,4352 Harrison Street,San Francisco,CA,94107,US,BeverlyJCaldwell@gustr.com,415-531-7726,37.731712,-122.451843,6,57140,53437,12793,63867,10267,43490,12159
David,Long,4215 Alexander Avenue,San Francisco,CA,94111,US,DavidMLong@jourrapide.com,925-571-0864,37.854003,37.854003,53,Thu Nov 24 12:00:00 MST 2016,America/Los_Angeles,Roger,Stewart,437 Locust View Drive,San Francisco,CA,94143,US,RogerSStewart@superrito.com,415-894-9159,37.820849,-122.463945,7,35999,55577,43824,24563,37453,35693,29101
David,Long,4215 Alexander Avenue,San Francisco,CA,94111,US,DavidMLong@jourrapide.com,925-571-0864,37.854003,37.854003,53,Thu Nov 24 12:00:00 MST 2016,America/Los_Angeles,Cory,Ross,4150 Locust View Drive,San Francisco,CA,94108,US,CoryTRoss@fleckens.hu,415-984-7662,37.709773,-122.45874,9,50250,52373,17728,19193,25407,19622,36311
David,Long,4215 Alexander Avenue,San Francisco,CA,94111,US,DavidMLong@jourrapide.com,925-571-0864,37.854003,37.854003,53,Thu Nov 24 12:00:00 MST 2016,America/Los_Angeles,Mary,Thomas,302 Station Street,San Francisco,CA,94103,US,MaryMThomas@jourrapide.com,510-870-1254,37.714836,-122.454649,10,31439,28978,45416,44712,29994,8145,48880
David,Long,4215 Alexander Avenue,San Francisco,CA,94111,US,DavidMLong@jourrapide.com,925-571-0864,37.854003,37.854003,53,Thu Nov 24 12:00:00 MST 2016,America/Los_Angeles,Michael,Carter,1591 Delaware Avenue,San Francisco,CA,94107,US,MichaelDCarter@gustr.com,415-308-3956,37.78668,-122.429534,12,297,30906,45183,61045,54351,28101,22471
David,Long,4215 Alexander Avenue,San Francisco,CA,94111,US,DavidMLong@jourrapide.com,925-571-0864,37.854003,37.854003,53,Thu Nov 24 12:00:00 MST 2016,America/Los_Angeles,Daniel,Huffman,208 Rardin Drive,San Francisco,CA,94104,US,DanielAHuffman@rhyta.com,650-645-8239,37.714754,-122.350262,12,37177,64594,32810,57060,48859,59423,51232
David,Long,4215 Alexander Avenue,San Francisco,CA,94111,US,DavidMLong@jourrapide.com,925-571-0864,37.854003,37.854003,53,Thu Nov 24 12:00:00 MST 2016,America/Los_Angeles,Johnny,Messina,1977 Thunder Road,San Francisco,CA,94107,US,JohnnyKMessina@cuvox.de,650-549-2744,37.842799,-122.337975,13,43128,51673,9833,28452,63466,40114,20725
David,Long,4215 Alexander Avenue,San Francisco,CA,94111,US,DavidMLong@jourrapide.com,925-571-0864,37.854003,37.854003,53,Thu Nov 24 12:00:00 MST 2016,America/Los_Angeles,Betty,Boatner,1751 Locust View Drive,San Francisco,CA,94118,US,BettyJBoatner@gustr.com,415-933-0390,37.798731,-122.402145,14,46963,63964,15272,24071,41230,44942,48832
